image_name,height,shoulder_width,hip_width,torso_length,left_upper_arm,right_upper_arm,left_forearm,right_forearm,left_arm,right_arm,left_thigh,right_thigh,left_calf,right_calf,left_leg,right_leg,shoulder_hip_ratio,torso_leg_ratio,shoulder_height_ratio,hip_height_ratio,torso_height_ratio,arm_height_ratio,leg_height_ratio,arm_leg_ratio,shoulder_arm_ratio,hip_leg_ratio,left_right_arm_ratio,left_right_leg_ratio,arm_symmetry,leg_symmetry,shoulder_level_diff,hip_level_diff,knee_level_diff,ankle_level_diff,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,avg_visibility,min_visibility,max_visibility,visible_landmarks,pose_score,body_shape,confidence
117174.jpg,1.2618712259880038,0.18845475291482036,0.09341330054505934,0.21366878940351888,0.12318068025084927,0.1567530181089102,0.09417738544577746,0.17657202880102738,0.21735806569662675,0.3333250469099376,0.13522100293530653,0.13714228805175907,0.3030567646336415,0.27960416746025946,0.4382777675689481,0.41674645551201855,2.017429550344561,0.4997958739311308,0.18845475291482036,0.09341330054505934,0.21366878940351888,0.27534155630328216,0.4275121115404833,0.6440555691185574,0.6844399205299833,0.21850445408074376,0.6520904075815088,1.0516652553900572,0.14633539675776835,0.027169743142407943,0.024624407291412354,0.004504024982452393,0.0101204514503479,0.005679190158843994,123.61334379912903,111.37570868306199,127.99193935762631,125.55381465836832,0.8403935531775156,0.3974153995513916,0.9999991655349731,25,21.00983882943789,Inverted Triangle,0.95
185628.jpg,3.84609739581562,0.18189245022617734,0.12206905821008318,0.28105162277417217,0.1346540391470523,0.09501915969007096,0.12016586736717873,0.12446075065019521,0.25481990651423103,0.21947991034026618,0.2544636977680062,0.2808838937095163,0.23213533312289805,0.21282391237652631,0.4865990308909042,0.4937078060860426,1.4900782630200766,0.5733952109135019,0.18189245022617734,0.12206905821008318,0.28105162277417217,0.2371499084272486,0.4901534184884734,0.4838279189372327,0.7669935503347546,0.24904255199630682,1.1610169974972935,0.9856012501574678,0.13592106725282016,0.02734104176546026,0.13169744610786444,0.05189669132232666,0.052936553955078125,0.05372220277786255,157.89672232246718,146.59300203062588,173.52049537487764,173.49368599805493,0.7067180181091482,0.1118190735578537,0.9998749494552612,22,15.547796398401262,Inverted Triangle,0.7
151599.jpg,2.0136408059928765,0.2661903614932379,0.15261207142784103,0.2765847913588905,0.206309699807963,0.18848574763276402,0.2677720573291744,0.2980036522187359,0.47408175713713735,0.4864893998514999,0.172532186559498,0.15077361854405932,0.2708668903716374,0.18121074919591962,0.44339907693113545,0.33198436773997897,1.7442287428691357,0.7134142294621892,0.2661903614932379,0.15261207142784103,0.2765847913588905,0.4802855784943187,0.3876917223355572,1.2388337197424584,0.5542335090046571,0.3936428420716998,0.9744955538226527,1.3356022753409285,0.024984535675820596,0.2243492048151423,0.11300575733184814,0.08807498216629028,0.1497262716293335,0.10528016090393066,92.2391622804579,108.68482081784718,123.40874397387365,137.60472290972834,0.7542193892101446,0.014216249808669,0.9999746084213256,25,18.855484730253615,Inverted Triangle,0.74
022497.jpg,0.9895200651234658,0.3400696175581679,0.24240556133811592,0.22608515928357112,0.1554526776496194,0.0987267759285772,0.2547027424443421,0.36675357279825915,0.4101554200939615,0.46548034872683636,0.21141898440254056,0.17225887551549252,0.22316160622060116,0.25357543034938973,0.4345805906231417,0.42583430586488225,1.4028952788085034,0.5255259066443139,0.3400696175581679,0.24240556133811592,0.22608515928357112,0.4378178844103989,0.43020744824401197,1.0176901543602992,0.7767376109272768,0.5634620282088292,0.881144437602581,1.020539173659331,0.054745126983753445,0.008654624263581268,0.009052574634552002,0.002721726894378662,0.0362476110458374,0.047174274921417236,117.87902911116815,120.37685494116334,149.65176981975537,106.72718378223576,0.8544300203070496,0.1699177622795105,0.9999933242797852,29,24.77847058890444,Inverted Triangle,0.7
069607.jpg,1.220605337318863,0.11462432538856694,0.06492461606073918,0.27446701952998037,0.22603924441860154,0.23437076669500795,0.2798088208454292,0.28130256846352797,0.5058480652640307,0.515673335158536,0.21605556183863525,0.20670664343049105,0.2582408502301513,0.25255351879472787,0.47429641206878664,0.459260162225219,1.7654987020844606,0.5880029707627388,0.11462432538856694,0.06492461606073918,0.27446701952998037,0.5107607002112833,0.4667782871470028,1.0942254905066506,0.22441884299467635,0.1390909085715301,0.9809467171858234,1.0327401570619879,0.01199277687383149,0.018353326812318604,0.0057411789894104,0.007577776908874512,0.0027039647102355957,0.011152386665344238,105.10774666726898,107.26223367931787,125.3162443742131,125.41125750234313,0.8538600251530156,0.3857700824737549,0.9998030066490172,30,25.61580075459047,Inverted Triangle,0.77
087243.jpg,1.6965224336776952,0.26076383118174856,0.15412263089060846,0.30536196377528974,0.19879645540058766,0.2010472520046772,0.14455221256559267,0.1663026923721328,0.3433486679661803,0.36734994437681007,0.29011484513034197,0.28671094638579897,0.22319311877387263,0.3070718873309874,0.5133079639042146,0.5937828337167863,1.6919243441077176,0.5516475512784936,0.26076383118174856,0.15412263089060846,0.30536196377528974,0.3553493061714951,0.5535453988105005,0.6419515128029177,0.7338239491479444,0.2784281672683011,0.9346637265690985,0.8644708717683216,0.040718703867532624,0.13652742198431989,0.1568633317947388,0.08177340030670166,0.01019829511642456,0.0567022562026982,132.67912984609927,152.51926428870038,99.90147164529775,75.69667161544258,0.8492148310849161,0.196949690580368,0.999948024749756,28,23.77801527037765,Inverted Triangle,0.7
008375.jpg,0.8522974952081258,0.3882112881649716,0.2569466188991194,0.2749858510626348,0.1336320414077964,0.17701872943659927,0.21001305125876416,0.21700514302485868,0.34364509266656057,0.394023872461458,0.28472078857607147,0.2252119376277574,0.23478423306577562,0.203191465266677,0.5195050216418471,0.4284034028944344,1.5108635787007123,0.5801949723089724,0.3882112881649716,0.2569466188991194,0.2749858510626348,0.3688344825640093,0.4739542122681408,0.7782069934539169,1.0525352333281353,0.5421338438358497,0.8721428235294925,1.2126538167808663,0.04293770783083278,0.07764568146782547,0.0003534555435180109,0.0037192702293395996,0.012182354927062988,0.0010982155799865723,86.2359721442679,164.00740461708781,160.8918034214534,168.89364329914795,0.8580305621479497,0.3643514811992645,0.9999992847442628,29,24.88288630229054,Inverted Triangle,0.7
096743.jpg,0.9843883614118187,0.26100610602942687,0.1681901599319564,0.34306409889424117,0.26310251155084563,0.19539685956141326,0.24880899731959555,0.1648360984801836,0.5119115088704411,0.36023295804159683,0.23115350415297514,0.23094653722462827,0.2639019046990193,0.27428921198216194,0.49505540885199445,0.5052357492067902,1.5518512268198117,0.6859284841825627,0.26100610602942687,0.1681901599319564,0.34306409889424117,0.43607223345601903,0.5001455790293923,0.871890608934868,0.5985386961257904,0.3362824085306417,1.4210568395891463,0.9798503166674594,0.1493106001117253,0.010021408560472012,0.014815598726272597,0.005523949861526545,0.009776115417480469,0.026815056800842285,99.06416464400425,135.17024348166856,156.51627805703407,153.67743939935949,0.6037219207395207,0.2056806981563568,0.9998902082443236,23,13.885604177008975,Inverted Triangle,0.7
156156.jpg,2.261512420175299,0.3878513959214367,0.24831717047079685,0.33008244378061713,0.16091009065449494,0.12962551865617158,0.13034216473389465,0.15076750061806166,0.2912522553883896,0.2803930192742332,0.17934650235024233,0.14808773104055095,0.2612004731071282,0.3782981322781349,0.4405469754573705,0.5263858633186859,1.5619193597691612,0.6827412009264997,0.3878513959214367,0.24831717047079685,0.33008244378061713,0.2858226373313114,0.48346641938802826,0.5911943950380374,1.356965282885759,0.5136182380259557,1.0387286250644339,0.8369278245427602,0.024558297345780744,0.1941257110323995,0.009347081184387207,0.025622189044952393,0.0027348995208740234,0.0043326616287231445,94.06331255571133,137.96609739239875,154.04948262060913,67.3224331552233,0.8043950818704836,0.2044903039932251,0.9999334812164308,26,20.91427212863257,Inverted Triangle,0.7
055970.jpg,0.8163734394751967,0.23795286967810175,0.17066174826877326,0.18227865321487463,0.10980887147441495,0.19698018571824558,0.11602798910334969,0.41363448942396913,0.22583686057776464,0.6106146751422147,0.2550349356189858,0.1975279953711541,0.18898279855415462,0.4410374167787628,0.44401773417314044,0.6385654121499169,1.3942952775999486,0.3367476278084977,0.23795286967810175,0.17066174826877326,0.18227865321487463,0.41822576785998966,0.5412915731615286,0.7726441507619508,0.5689579360345911,0.3152861724264189,0.3698516753223566,0.6953363363014372,0.3141223879097296,0.15882355701181394,0.018416225910186823,0.012170493602752686,0.0011022686958312988,0.09120428562164307,125.32574071985597,142.39538923437527,102.67524946326932,53.71233540837805,0.9359756229501782,0.4203461706638336,0.9999929666519164,32,29.951219934405703,Inverted Triangle,0.7
116246.jpg,1.9501625518106829,0.21761863712529814,0.11606492002017552,0.3035121255271878,0.35797288019964646,0.14652753654370473,0.3916098881104628,0.22650942429330007,0.7495827683101093,0.3730369608370048,0.18225012960875708,0.17093094382016147,0.267853460591725,0.21766582608157986,0.4501035902004821,0.38859676990174136,1.8749733949540446,0.7237677243639071,0.21761863712529814,0.11606492002017552,0.3035121255271878,0.561309864573557,0.4193501800511117,1.3385230083963309,0.38769786682909835,0.2767732685986427,2.0094061634756692,1.15827928861656,0.7343255327753635,0.11994829762755332,0.014654010534286499,0.0006028413772583008,0.06784999370574929,0.01949763298034668,142.32064006878946,143.99923014076353,129.18050143813923,97.46281735761922,0.7461892339880719,0.0149583090096712,0.9997238516807556,25,18.6547308497018,Inverted Triangle,0.87
062938.jpg,2.532246860861168,0.19052552782867033,0.0968327413330736,0.24478218631271226,0.2623580981382062,0.09450980131148343,0.4389710697634984,0.20335608321829698,0.7013291679017046,0.2978658845297804,0.12320352098938983,0.12430903925519322,0.33657305161923995,0.3538970517835406,0.45977657260862975,0.47820609103873385,1.9675734178930613,0.5219332846960563,0.19052552782867033,0.0968327413330736,0.24478218631271226,0.49959752621574255,0.46899133182368175,1.0652596163623067,0.3813580288754176,0.20647021546547062,2.3545132367503006,0.9614611382509317,1.021668632791295,0.04666809019181417,0.0730486512184143,0.03229832649230957,0.030163764953613392,0.14740347862243675,143.33286932813692,111.36475792034018,105.49165848096943,108.39661016391477,0.731731267928174,0.0289333127439022,0.999630331993103,25,18.29328169820435,Inverted Triangle,0.95
032053.jpg,1.5495887791272398,0.1919056184218326,0.10972056002831299,0.30473203704834867,0.1861199614319642,0.22410560530871812,0.2511423503701459,0.2901083089177112,0.43726231180211006,0.5142139142264294,0.19043516767259563,0.21719398842498092,0.2628594040327834,0.21176059099326894,0.45329457170537907,0.4289545794182498,1.7490397275798817,0.6908072094152615,0.1919056184218326,0.10972056002831299,0.30473203704834867,0.47573811301426966,0.4411245755618144,1.0784665814829555,0.4033849993769081,0.2487291937624952,0.8503509914933294,1.0567425864065592,0.11924333965258571,0.03771697893217907,0.06265410780906677,0.04669046401977539,0.01649725437164329,0.014688491821289062,66.54786931419414,91.22091415304452,116.56471275483149,98.00738641646578,0.7499366866594012,0.0118626859039068,0.9999150037765504,25,18.74841716648503,Inverted Triangle,0.75
